📺测试频道,#genre#
三國,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii103
武媚娘傳奇,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii104
長樂曲,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii105
軍師聯盟,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii106
軍師聯盟2 虎嘯龍吟,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii107
東宮(完整版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii108
錦衣之下,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii109
楚喬傳,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii110
倚天屠龍記 2019,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii111
披荊斬棘的大小姐,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii112
步步驚心,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii113
漠風吟,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii114
私藏浪漫,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii115
去有風的地方,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii116
以愛為營,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii117
向風而行,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii118
以家人之名,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii119
獵狐,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii120
請叫我總監,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii122
司藤,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii123
他們的奇妙時光,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii124
白雪公主非死不可,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii146
好搭檔,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii147
頭腦共助,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii148
凌晨兩點的灰姑娘,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii149
台灣靈異事件,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii150
包青天 1993版,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii151
我的婆婆怎麼那麼可愛,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii152
村裡來了個暴走女外科,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii153
一把青,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii154
茶金,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii155
苦力,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii156
俗女養成記,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii157
麻醉風暴,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii158
綜藝,#genre#
parse=1 
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
TVBS食尚玩家,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii31
東森娛樂台,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii32
鄉民大學問,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii83
野球名人房,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii84
社會NOW什麼,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii85
倪珍報星座,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii86
豬哥壹級棒,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii126
小明星大跟班,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii127
WTO姐妹會,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii129
綜藝玩很大,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii130
全民星攻略,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii131
台灣啟示錄,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii133
法眼黑與白,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii134
天才衝衝衝,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii135
女人我最大,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii137
一字千金,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii142
11點熱吵店,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii143
食尚玩家-Hello腹餓代,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii225
食尚玩家-天菜就醬吃,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii226
食尚玩家-2天1夜go,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii227
食尚玩家-熱血48小時,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii228
食尚玩家-魚肉鄉民,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii229
食尚玩家-瘋狂總部,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii230
非凡大探索,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii234
台灣1001個故事,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii235
詹姆士出走料理,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii236
進擊的台灣,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii237
世界第一等,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii238
台灣第一等,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii239
溢遊未盡,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii240
卡通‧兒童,#genre#
parse=1 
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
ELTV生活英語台,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=litv-longturn20
龍華卡通台,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=litv-longturn01
哆啦Ａ夢台,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii22
新哆啦A夢(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii23
動漫,#genre#
parse=1 
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
新哆啦A夢(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii23
雖然等級只有1級但固有技能是最強的,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii159
擁有超常技能的異世界流浪美食家,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii160
WIND BREAKER—防風少年—,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii161
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii162
第一神拳,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii163
刀劍神域(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii164
蠟筆小新(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii165
我們這一家,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii166
獵人(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii167
中華一番(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii168
隊長小翼(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii169
SPY X FAMILY 間諜家家酒,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii170
SPY X FAMILY 間諜家家酒(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii171
無職轉生，到了異世界就拿出真本事,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii172
關於我轉生變成史萊姆這檔事(國),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii173
夏目友人帳,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii174
家庭教師HITMAN REBORN!(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii175
烘焙王(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii176
鋼之鍊金術師,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii177
JOJO 的奇妙冒險,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii178
葬送的芙莉蓮,http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii179
史上最強弟子兼一(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii180
爆漫王(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii181
忍者亂太郎(中文版),http://tv4g.130707.xyz/446f75626c65303031/index.m3u8?pid=ofiii182
删除缓存,#genre#
删除缓存,http://tv4g.130707.xyz/446f75626c65303031/clear_all_cache
